ｉ１,i1
ｎａｕ６,nau6
ｎａａ１,naa1
ｎａａ２,naa2
ｎａａ３,naa3
ｎａａ４,naa4
ｎａａ５,naa5
ｎａａ６,naa6
ｎａａｐ１,naap1
ｎａａｐ２,naap2
ｎａａｐ３,naap3
ｎａａｐ４,naap4
ｎａａｐ５,naap5
ｎａａｐ６,naap6
ｎａａｔ１,naat1
ｎａａｔ２,naat2
ｎａａｔ３,naat3
ｎａａｔ４,naat4
ｎａａｔ５,naat5
ｎａａｔ６,naat6
ｎａａｋ１,naak1
ｎａａｋ２,naak2
ｎａａｋ３,naak3
ｎａａｋ４,naak4
ｎａａｋ５,naak5
ｎａａｋ６,naak6
ｎａａｍ１,naam1
ｎａａｍ２,naam2
ｎａａｍ３,naam3
ｎａａｍ４,naam4
ｎａａｍ５,naam5
ｎａａｍ６,naam6
ｎａａｎ１,naan1
ｎａａｎ２,naan2
ｎａａｎ３,naan3
ｎａａｎ４,naan4
ｎａａｎ５,naan5
ｎａａｎ６,naan6
ｎａａｎｇ１,naang1
ｎａａｎｇ２,naang2
ｎａａｎｇ３,naang3
ｎａａｎｇ４,naang4
ｎａａｎｇ５,naang5
ｎａａｎｇ６,naang6
ｎａａｉ１,naai1
ｎａａｉ２,naai2
ｎａａｉ３,naai3
ｎａａｉ４,naai4
ｎａａｉ５,naai5
ｎａａｉ６,naai6
ｎａａｕ１,naau1
ｎａａｕ２,naau2
ｎａａｕ３,naau3
ｎａａｕ４,naau4
ｎａａｕ５,naau5
ｎａａｕ６,naau6
ｌｉ１,li1
ｌｉ２,li2
ｌｉ３,li3
ｌｉ４,li4
ｌｉ５,li5
ｌｉ６,li6
ｌｉｐ１,lip1
ｌｉｐ２,lip2
ｌｉｐ３,lip3
ｌｉｐ４,lip4
ｌｉｐ５,lip5
ｌｉｐ６,lip6
ｌｉｔ１,lit1
ｌｉｔ２,lit2
ｌｉｔ３,lit3
ｌｉｔ４,lit4
ｌｉｔ５,lit5
ｌｉｔ６,lit6
ｌｉｋ１,lik1
ｌｉｋ２,lik2
ｌｉｋ３,lik3
ｌｉｋ４,lik4
ｌｉｋ５,lik5
ｌｉｋ６,lik6
ｌｉｍ１,lim1
ｌｉｍ２,lim2
ｌｉｍ３,lim3
ｌｉｍ４,lim4
ｌｉｍ５,lim5
ｌｉｍ６,lim6
ｌｉｎ１,lin1
ｌｉｎ２,lin2
ｌｉｎ３,lin3
ｌｉｎ４,lin4
ｌｉｎ５,lin5
ｌｉｎ６,lin6
ｌｉｎｇ１,ling1
ｌｉｎｇ２,ling2
ｌｉｎｇ３,ling3
ｌｉｎｇ４,ling4
ｌｉｎｇ５,ling5
ｌｉｎｇ６,ling6
ｌｉｕ１,liu1
ｌｉｕ２,liu2
ｌｉｕ３,liu3
ｌｉｕ４,liu4
ｌｉｕ５,liu5
ｌｉｕ６,liu6
ｌｙｕ１,lyu1
ｌｙｕ２,lyu2
ｌｙｕ３,lyu3
ｌｙｕ４,lyu4
ｌｙｕ５,lyu5
ｌｙｕ６,lyu6
ｌｙｕｔ１,lyut1
ｌｙｕｔ２,lyut2
ｌｙｕｔ３,lyut3
ｌｙｕｔ４,lyut4
ｌｙｕｔ５,lyut5
ｌｙｕｔ６,lyut6
ｌｙｕｎ１,lyun1
ｌｙｕｎ２,lyun2
ｌｙｕｎ３,lyun3
ｌｙｕｎ４,lyun4
ｌｙｕｎ５,lyun5
ｌｙｕｎ６,lyun6
ｌｕ１,lu1
ｌｕ２,lu2
ｌｕ３,lu3
ｌｕ４,lu4
ｌｕ５,lu5
ｌｕ６,lu6
ｌｕｐ１,lup1
ｌｕｐ２,lup2
ｌｕｐ３,lup3
ｌｕｐ４,lup4
ｌｕｐ５,lup5
ｌｕｐ６,lup6
ｌｕｔ１,lut1
ｌｕｔ２,lut2
ｌｕｔ３,lut3
ｌｕｔ４,lut4
ｌｕｔ５,lut5
ｌｕｔ６,lut6
ｌｕｋ１,luk1
ｌｕｋ２,luk2
ｌｕｋ３,luk3
ｌｕｋ４,luk4
ｌｕｋ５,luk5
ｌｕｋ６,luk6
ｌｕｍ１,lum1
ｌｕｍ２,lum2
ｌｕｍ３,lum3
ｌｕｍ４,lum4
ｌｕｍ５,lum5
ｌｕｍ６,lum6
ｌｕｎ１,lun1
ｌｕｎ２,lun2
ｌｕｎ３,lun3
ｌｕｎ４,lun4
ｌｕｎ５,lun5
ｌｕｎ６,lun6
ｌｕｎｇ１,lung1
ｌｕｎｇ２,lung2
ｌｕｎｇ３,lung3
ｌｕｎｇ４,lung4
ｌｕｎｇ５,lung5
ｌｕｎｇ６,lung6
ｌｕｉ１,lui1
ｌｕｉ２,lui2
ｌｕｉ３,lui3
ｌｕｉ４,lui4
ｌｕｉ５,lui5
ｌｕｉ６,lui6
ｌｅ１,le1
ｌｅ２,le2
ｌｅ３,le3
ｌｅ４,le4
ｌｅ５,le5
ｌｅ６,le6
ｌｅｐ１,lep1
ｌｅｐ２,lep2
ｌｅｐ３,lep3
ｌｅｐ４,lep4
ｌｅｐ５,lep5
ｌｅｐ６,lep6
ｌｅｔ１,let1
ｌｅｔ２,let2
ｌｅｔ３,let3
ｌｅｔ４,let4
ｌｅｔ５,let5
ｌｅｔ６,let6
ｌｅｋ１,lek1
ｌｅｋ２,lek2
ｌｅｋ３,lek3
ｌｅｋ４,lek4
ｌｅｋ５,lek5
ｌｅｋ６,lek6
ｌｅｍ１,lem1
ｌｅｍ２,lem2
ｌｅｍ３,lem3
ｌｅｍ４,lem4
ｌｅｍ５,lem5
ｌｅｍ６,lem6
ｌｅｎ１,len1
ｌｅｎ２,len2
ｌｅｎ３,len3
ｌｅｎ４,len4
ｌｅｎ５,len5
ｌｅｎ６,len6
ｌｅｎｇ１,leng1
ｌｅｎｇ２,leng2
ｌｅｎｇ３,leng3
ｌｅｎｇ４,leng4
ｌｅｎｇ５,leng5
ｌｅｎｇ６,leng6
ｌｅｉ１,lei1
ｌｅｉ２,lei2
ｌｅｉ３,lei3
ｌｅｉ４,lei4
ｌｅｉ５,lei5
ｌｅｉ６,lei6
ｌｅｕ１,leu1
ｌｅｕ２,leu2
ｌｅｕ３,leu3
ｌｅｕ４,leu4
ｌｅｕ５,leu5
ｌｅｕ６,leu6
ｌｅｏｔ１,leot1
ｌｅｏｔ２,leot2
ｌｅｏｔ３,leot3
ｌｅｏｔ４,leot4
ｌｅｏｔ５,leot5
ｌｅｏｔ６,leot6
ｌｅｏｎ１,leon1
ｌｅｏｎ２,leon2
ｌｅｏｎ３,leon3
ｌｅｏｎ４,leon4
ｌｅｏｎ５,leon5
ｌｅｏｎ６,leon6
ｌｅｏｉ１,leoi1
ｌｅｏｉ２,leoi2
ｌｅｏｉ３,leoi3
ｌｅｏｉ４,leoi4
ｌｅｏｉ５,leoi5
ｌｅｏｉ６,leoi6
ｌｏｅ１,loe1
ｌｏｅ２,loe2
ｌｏｅ３,loe3
ｌｏｅ４,loe4
ｌｏｅ５,loe5
ｌｏｅ６,loe6
ｌｏｅｔ１,loet1
ｌｏｅｔ２,loet2
ｌｏｅｔ３,loet3
ｌｏｅｔ４,loet4
ｌｏｅｔ５,loet5
ｌｏｅｔ６,loet6
ｌｏｅｋ１,loek1
ｌｏｅｋ２,loek2
ｌｏｅｋ３,loek3
ｌｏｅｋ４,loek4
ｌｏｅｋ５,loek5
ｌｏｅｋ６,loek6
ｌｏｅｎｇ１,loeng1
ｌｏｅｎｇ２,loeng2
ｌｏｅｎｇ３,loeng3
ｌｏｅｎｇ４,loeng4
ｌｏｅｎｇ５,loeng5
ｌｏｅｎｇ６,loeng6
ｌｏ１,lo1
ｌｏ２,lo2
ｌｏ３,lo3
ｌｏ４,lo4
ｌｏ５,lo5
ｌｏ６,lo6
ｌｏｔ１,lot1
ｌｏｔ２,lot2
ｌｏｔ３,lot3
ｌｏｔ４,lot4
ｌｏｔ５,lot5
ｌｏｔ６,lot6
ｌｏｋ１,lok1
ｌｏｋ２,lok2
ｌｏｋ３,lok3
ｌｏｋ４,lok4
ｌｏｋ５,lok5
ｌｏｋ６,lok6
ｌｏｎ１,lon1
ｌｏｎ２,lon2
ｌｏｎ３,lon3
ｌｏｎ４,lon4
ｌｏｎ５,lon5
ｌｏｎ６,lon6
ｌｏｎｇ１,long1
ｌｏｎｇ２,long2
ｌｏｎｇ３,long3
ｌｏｎｇ４,long4
ｌｏｎｇ５,long5
ｌｏｎｇ６,long6
ｌｏｉ１,loi1
ｌｏｉ２,loi2
ｌｏｉ３,loi3
ｌｏｉ４,loi4
ｌｏｉ５,loi5
ｌｏｉ６,loi6
ｌｏｕ１,lou1
ｌｏｕ２,lou2
ｌｏｕ３,lou3
ｌｏｕ４,lou4
ｌｏｕ５,lou5
ｌｏｕ６,lou6
ｌａ１,la1
ｌａ２,la2
ｌａ３,la3
ｌａ４,la4
ｌａ５,la5
ｌａ６,la6
ｌａｐ１,lap1
ｌａｐ２,lap2
ｌａｐ３,lap3
ｌａｐ４,lap4
ｌａｐ５,lap5
ｌａｐ６,lap6
ｌａｔ１,lat1
ｌａｔ２,lat2
ｌａｔ３,lat3
ｌａｔ４,lat4
ｌａｔ５,lat5
ｌａｔ６,lat6
ｌａｋ１,lak1
ｌａｋ２,lak2
ｌａｋ３,lak3
ｌａｋ４,lak4
ｌａｋ５,lak5
ｌａｋ６,lak6
ｌａｍ１,lam1
ｌａｍ２,lam2
ｌａｍ３,lam3
ｌａｍ４,lam4
ｌａｍ５,lam5
ｌａｍ６,lam6
ｌａｎ１,lan1
ｌａｎ２,lan2
ｌａｎ３,lan3
ｌａｎ４,lan4
ｌａｎ５,lan5
ｌａｎ６,lan6
ｌａｎｇ１,lang1
ｌａｎｇ２,lang2
ｌａｎｇ３,lang3
ｌａｎｇ４,lang4
ｌａｎｇ５,lang5
ｌａｎｇ６,lang6
ｌａｉ１,lai1
ｌａｉ２,lai2
ｌａｉ３,lai3
ｌａｉ４,lai4
ｌａｉ５,lai5
ｌａｉ６,lai6
ｌａｕ１,lau1
ｌａｕ２,lau2
ｌａｕ３,lau3
ｌａｕ４,lau4
ｌａｕ５,lau5
ｌａｕ６,lau6
ｌａａ１,laa1
ｌａａ２,laa2
ｌａａ３,laa3
ｌａａ４,laa4
ｌａａ５,laa5
ｌａａ６,laa6
ｌａａｐ１,laap1
ｌａａｐ２,laap2
ｌａａｐ３,laap3
ｌａａｐ４,laap4
ｌａａｐ５,laap5
ｌａａｐ６,laap6
ｌａａｔ１,laat1
ｌａａｔ２,laat2
ｌａａｔ３,laat3
ｌａａｔ４,laat4
ｌａａｔ５,laat5
ｌａａｔ６,laat6
ｌａａｋ１,laak1
ｌａａｋ２,laak2
ｌａａｋ３,laak3
ｌａａｋ４,laak4
ｌａａｋ５,laak5
ｌａａｋ６,laak6
ｌａａｍ１,laam1
ｌａａｍ２,laam2
ｌａａｍ３,laam3
ｌａａｍ４,laam4
ｌａａｍ５,laam5
ｌａａｍ６,laam6
ｌａａｎ１,laan1
ｌａａｎ２,laan2
ｌａａｎ３,laan3
ｌａａｎ４,laan4
ｌａａｎ５,laan5
ｌａａｎ６,laan6
ｌａａｎｇ１,laang1
ｌａａｎｇ２,laang2
ｌａａｎｇ３,laang3
ｌａａｎｇ４,laang4
ｌａａｎｇ５,laang5
ｌａａｎｇ６,laang6
ｌａａｉ１,laai1
ｌａａｉ２,laai2
ｌａａｉ３,laai3
ｌａａｉ４,laai4
ｌａａｉ５,laai5
ｌａａｉ６,laai6
ｌａａｕ１,laau1
ｌａａｕ２,laau2
ｌａａｕ３,laau3
ｌａａｕ４,laau4
ｌａａｕ５,laau5
ｌａａｕ６,laau6
ｇｉ１,gi1
ｇｉ２,gi2
ｇｉ３,gi3
ｇｉ４,gi4
ｇｉ５,gi5
ｇｉ６,gi6
ｇｉｐ１,gip1
ｇｉｐ２,gip2
ｇｉｐ３,gip3
ｇｉｐ４,gip4
ｇｉｐ５,gip5
ｇｉｐ６,gip6
ｇｉｔ１,git1
ｇｉｔ２,git2
ｇｉｔ３,git3
ｇｉｔ４,git4
ｇｉｔ５,git5
ｇｉｔ６,git6
ｇｉｋ１,gik1
ｇｉｋ２,gik2
ｇｉｋ３,gik3
ｇｉｋ４,gik4
ｇｉｋ５,gik5
ｇｉｋ６,gik6
ｇｉｍ１,gim1
ｇｉｍ２,gim2
ｇｉｍ３,gim3
ｇｉｍ４,gim4
ｇｉｍ５,gim5
ｇｉｍ６,gim6
ｇｉｎ１,gin1
ｇｉｎ２,gin2
ｇｉｎ３,gin3
ｇｉｎ４,gin4
ｇｉｎ５,gin5
ｇｉｎ６,gin6
ｇｉｎｇ１,ging1
ｇｉｎｇ２,ging2
ｇｉｎｇ３,ging3
ｇｉｎｇ４,ging4
ｇｉｎｇ５,ging5
ｇｉｎｇ６,ging6
ｇｉｕ１,giu1
ｇｉｕ２,giu2
ｇｉｕ３,giu3
ｇｉｕ４,giu4
ｇｉｕ５,giu5
ｇｉｕ６,giu6
ｇｙｕ１,gyu1
ｇｙｕ２,gyu2
ｇｙｕ３,gyu3
ｇｙｕ４,gyu4
ｇｙｕ５,gyu5
ｇｙｕ６,gyu6
ｇｙｕｔ１,gyut1
ｇｙｕｔ２,gyut2
ｇｙｕｔ３,gyut3
ｇｙｕｔ４,gyut4
ｇｙｕｔ５,gyut5
ｇｙｕｔ６,gyut6
ｇｙｕｎ１,gyun1
ｇｙｕｎ２,gyun2
ｇｙｕｎ３,gyun3
ｇｙｕｎ４,gyun4
ｇｙｕｎ５,gyun5
ｇｙｕｎ６,gyun6
ｇｕ１,gu1
ｇｕ２,gu2
ｇｕ３,gu3
ｇｕ４,gu4
ｇｕ５,gu5
ｇｕ６,gu6
ｇｕｐ１,gup1
ｇｕｐ２,gup2
ｇｕｐ３,gup3
ｇｕｐ４,gup4
ｇｕｐ５,gup5
ｇｕｐ６,gup6
ｇｕｔ１,gut1
ｇｕｔ２,gut2
ｇｕｔ３,gut3
ｇｕｔ４,gut4
ｇｕｔ５,gut5
ｇｕｔ６,gut6
ｇｕｋ１,guk1
ｇｕｋ２,guk2
ｇｕｋ３,guk3
ｇｕｋ４,guk4
ｇｕｋ５,guk5
ｇｕｋ６,guk6
ｇｕｍ１,gum1
ｇｕｍ２,gum2
ｇｕｍ３,gum3
ｇｕｍ４,gum4
ｇｕｍ５,gum5
ｇｕｍ６,gum6
ｇｕｎ１,gun1
ｇｕｎ２,gun2
ｇｕｎ３,gun3
ｇｕｎ４,gun4
ｇｕｎ５,gun5
ｇｕｎ６,gun6
ｇｕｎｇ１,gung1
ｇｕｎｇ２,gung2
ｇｕｎｇ３,gung3
ｇｕｎｇ４,gung4
ｇｕｎｇ５,gung5
ｇｕｎｇ６,gung6
ｇｕｉ１,gui1
ｇｕｉ２,gui2
ｇｕｉ３,gui3
ｇｕｉ４,gui4
ｇｕｉ５,gui5
ｇｕｉ６,gui6
ｇｅ１,ge1
ｇｅ２,ge2
ｇｅ３,ge3
ｇｅ４,ge4
ｇｅ５,ge5
ｇｅ６,ge6
ｇｅｐ１,gep1
ｇｅｐ２,gep2
ｇｅｐ３,gep3
ｇｅｐ４,gep4
ｇｅｐ５,gep5
ｇｅｐ６,gep6
ｇｅｔ１,get1
ｇｅｔ２,get2
ｇｅｔ３,get3
ｇｅｔ４,get4
ｇｅｔ５,get5
ｇｅｔ６,get6
ｇｅｋ１,gek1
ｇｅｋ２,gek2
ｇｅｋ３,gek3
ｇｅｋ４,gek4
ｇｅｋ５,gek5
ｇｅｋ６,gek6
ｇｅｍ１,gem1
ｇｅｍ２,gem2
ｇｅｍ３,gem3
ｇｅｍ４,gem4
ｇｅｍ５,gem5
ｇｅｍ６,gem6
ｇｅｎ１,gen1
ｇｅｎ２,gen2
ｇｅｎ３,gen3
ｇｅｎ４,gen4
ｇｅｎ５,gen5
ｇｅｎ６,gen6
ｇｅｎｇ１,geng1
ｇｅｎｇ２,geng2
ｇｅｎｇ３,geng3
ｇｅｎｇ４,geng4
ｇｅｎｇ５,geng5
ｇｅｎｇ６,geng6
ｇｅｉ１,gei1
ｇｅｉ２,gei2
ｇｅｉ３,gei3
ｇｅｉ４,gei4
ｇｅｉ５,gei5
ｇｅｉ６,gei6
ｇｅｕ１,geu1
ｇｅｕ２,geu2
ｇｅｕ３,geu3
ｇｅｕ４,geu4
ｇｅｕ５,geu5
ｇｅｕ６,geu6
ｇｅｏｔ１,geot1
ｇｅｏｔ２,geot2
ｇｅｏｔ３,geot3
ｇｅｏｔ４,geot4
ｇｅｏｔ５,geot5
ｇｅｏｔ６,geot6
ｇｅｏｎ１,geon1
ｇｅｏｎ２,geon2
ｇｅｏｎ３,geon3
ｇｅｏｎ４,geon4
ｇｅｏｎ５,geon5
ｇｅｏｎ６,geon6
ｇｅｏｉ１,geoi1
ｇｅｏｉ２,geoi2
ｇｅｏｉ３,geoi3
ｇｅｏｉ４,geoi4
ｇｅｏｉ５,geoi5
ｇｅｏｉ６,geoi6
ｇｏｅ１,goe1
ｇｏｅ２,goe2
ｇｏｅ３,goe3
ｇｏｅ４,goe4
ｇｏｅ５,goe5
ｇｏｅ６,goe6
ｇｏｅｔ１,goet1
ｇｏｅｔ２,goet2
ｇｏｅｔ３,goet3
ｇｏｅｔ４,goet4
ｇｏｅｔ５,goet5
ｇｏｅｔ６,goet6
ｇｏｅｋ１,goek1
ｇｏｅｋ２,goek2
ｇｏｅｋ３,goek3
ｇｏｅｋ４,goek4
ｇｏｅｋ５,goek5
ｇｏｅｋ６,goek6
ｇｏｅｎｇ１,goeng1
ｇｏｅｎｇ２,goeng2
ｇｏｅｎｇ３,goeng3
ｇｏｅｎｇ４,goeng4
ｇｏｅｎｇ５,goeng5
ｇｏｅｎｇ６,goeng6
ｇｏ１,go1
ｇｏ２,go2
ｇｏ３,go3
ｇｏ４,go4
ｇｏ５,go5
ｇｏ６,go6
ｇｏｔ１,got1
ｇｏｔ２,got2
ｇｏｔ３,got3
ｇｏｔ４,got4
ｇｏｔ５,got5
ｇｏｔ６,got6
ｇｏｋ１,gok1
ｇｏｋ２,gok2
ｇｏｋ３,gok3
ｇｏｋ４,gok4
ｇｏｋ５,gok5
ｇｏｋ６,gok6
ｇｏｎ１,gon1
ｇｏｎ２,gon2
ｇｏｎ３,gon3
ｇｏｎ４,gon4
ｇｏｎ５,gon5
ｇｏｎ６,gon6
ｇｏｎｇ１,gong1
ｇｏｎｇ２,gong2
ｇｏｎｇ３,gong3
ｇｏｎｇ４,gong4
ｇｏｎｇ５,gong5
ｇｏｎｇ６,gong6
ｇｏｉ１,goi1
ｇｏｉ２,goi2
ｇｏｉ３,goi3
ｇｏｉ４,goi4
ｇｏｉ５,goi5
ｇｏｉ６,goi6
ｇｏｕ１,gou1
ｇｏｕ２,gou2
ｇｏｕ３,gou3
ｇｏｕ４,gou4
ｇｏｕ５,gou5
ｇｏｕ６,gou6
ｇａ１,ga1
ｇａ２,ga2
ｇａ３,ga3
ｇａ４,ga4
ｇａ５,ga5
ｇａ６,ga6
ｇａｐ１,gap1
ｇａｐ２,gap2
ｇａｐ３,gap3
ｇａｐ４,gap4
ｇａｐ５,gap5
ｇａｐ６,gap6
ｇａｔ１,gat1
ｇａｔ２,gat2
ｇａｔ３,gat3
ｇａｔ４,gat4
ｇａｔ５,gat5
ｇａｔ６,gat6
ｇａｋ１,gak1
ｇａｋ２,gak2
ｇａｋ３,gak3
ｇａｋ４,gak4
ｇａｋ５,gak5
ｇａｋ６,gak6
ｇａｍ１,gam1
ｇａｍ２,gam2
ｇａｍ３,gam3
ｇａｍ４,gam4
ｇａｍ５,gam5
ｇａｍ６,gam6
ｇａｎ１,gan1
ｇａｎ２,gan2
ｇａｎ３,gan3
ｇａｎ４,gan4
ｇａｎ５,gan5
ｇａｎ６,gan6
ｇａｎｇ１,gang1
ｇａｎｇ２,gang2
ｇａｎｇ３,gang3
ｇａｎｇ４,gang4
ｇａｎｇ５,gang5
ｇａｎｇ６,gang6
ｇａｉ１,gai1
ｇａｉ２,gai2
ｇａｉ３,gai3
ｇａｉ４,gai4
ｇａｉ５,gai5
ｇａｉ６,gai6
ｇａｕ１,gau1
ｇａｕ２,gau2
ｇａｕ３,gau3
ｇａｕ４,gau4
ｇａｕ５,gau5
ｇａｕ６,gau6
ｇａａ１,gaa1
ｇａａ２,gaa2
ｇａａ３,gaa3
ｇａａ４,gaa4
ｇａａ５,gaa5
ｇａａ６,gaa6
ｇａａｐ１,gaap1
ｇａａｐ２,gaap2
ｇａａｐ３,gaap3
ｇａａｐ４,gaap4
ｇａａｐ５,gaap5
ｇａａｐ６,gaap6
ｇａａｔ１,gaat1
ｇａａｔ２,gaat2
ｇａａｔ３,gaat3
ｇａａｔ４,gaat4
ｇａａｔ５,gaat5
ｇａａｔ６,gaat6
ｇａａｋ１,gaak1
ｇａａｋ２,gaak2
ｇａａｋ３,gaak3
ｇａａｋ４,gaak4
ｇａａｋ５,gaak5
ｇａａｋ６,gaak6
ｇａａｍ１,gaam1
ｇａａｍ２,gaam2
ｇａａｍ３,gaam3
ｇａａｍ４,gaam4
ｇａａｍ５,gaam5
ｇａａｍ６,gaam6
ｇａａｎ１,gaan1
ｇａａｎ２,gaan2
ｇａａｎ３,gaan3
ｇａａｎ４,gaan4
ｇａａｎ５,gaan5
ｇａａｎ６,gaan6
ｇａａｎｇ１,gaang1
ｇａａｎｇ２,gaang2
ｇａａｎｇ３,gaang3
ｇａａｎｇ４,gaang4
ｇａａｎｇ５,gaang5
ｇａａｎｇ６,gaang6
ｇａａｉ１,gaai1
ｇａａｉ２,gaai2
ｇａａｉ３,gaai3
ｇａａｉ４,gaai4
ｇａａｉ５,gaai5
ｇａａｉ６,gaai6
ｇａａｕ１,gaau1
ｇａａｕ２,gaau2
ｇａａｕ３,gaau3
ｇａａｕ４,gaau4
ｇａａｕ５,gaau5
ｇａａｕ６,gaau6
ｋｉ１,ki1
ｋｉ２,ki2
ｋｉ３,ki3
ｋｉ４,ki4
ｋｉ５,ki5
ｋｉ６,ki6
ｋｉｐ１,kip1
ｋｉｐ２,kip2
ｋｉｐ３,kip3
ｋｉｐ４,kip4
ｋｉｐ５,kip5
ｋｉｐ６,kip6
ｋｉｔ１,kit1
ｋｉｔ２,kit2
ｋｉｔ３,kit3
ｋｉｔ４,kit4
ｋｉｔ５,kit5
ｋｉｔ６,kit6
ｋｉｋ１,kik1
ｋｉｋ２,kik2
ｋｉｋ３,kik3
ｋｉｋ４,kik4
ｋｉｋ５,kik5
ｋｉｋ６,kik6
ｋｉｍ１,kim1
ｋｉｍ２,kim2
ｋｉｍ３,kim3
ｋｉｍ４,kim4
ｋｉｍ５,kim5
ｋｉｍ６,kim6
ｋｉｎ１,kin1
ｋｉｎ２,kin2
ｋｉｎ３,kin3
ｋｉｎ４,kin4
ｋｉｎ５,kin5
ｋｉｎ６,kin6
ｋｉｎｇ１,king1
ｋｉｎｇ２,king2
ｋｉｎｇ３,king3
ｋｉｎｇ４,king4
ｋｉｎｇ５,king5
ｋｉｎｇ６,king6
ｋｉｕ１,kiu1
ｋｉｕ２,kiu2
ｋｉｕ３,kiu3
ｋｉｕ４,kiu4
ｋｉｕ５,kiu5
ｋｉｕ６,kiu6
ｋｙｕ１,kyu1
ｋｙｕ２,kyu2
ｋｙｕ３,kyu3
ｋｙｕ４,kyu4
ｋｙｕ５,kyu5
ｋｙｕ６,kyu6
ｋｙｕｔ１,kyut1
ｋｙｕｔ２,kyut2
ｋｙｕｔ３,kyut3
ｋｙｕｔ４,kyut4
ｋｙｕｔ５,kyut5
ｋｙｕｔ６,kyut6
ｋｙｕｎ１,kyun1
ｋｙｕｎ２,kyun2
ｋｙｕｎ３,kyun3
ｋｙｕｎ４,kyun4
ｋｙｕｎ５,kyun5
ｋｙｕｎ６,kyun6
ｋｕ１,ku1
ｋｕ２,ku2
ｋｕ３,ku3
ｋｕ４,ku4
ｋｕ５,ku5
ｋｕ６,ku6
ｋｕｐ１,kup1
ｋｕｐ２,kup2
ｋｕｐ３,kup3
ｋｕｐ４,kup4
ｋｕｐ５,kup5
ｋｕｐ６,kup6
ｋｕｔ１,kut1
ｋｕｔ２,kut2
ｋｕｔ３,kut3
ｋｕｔ４,kut4
ｋｕｔ５,kut5
ｋｕｔ６,kut6
ｋｕｋ１,kuk1
ｋｕｋ２,kuk2
ｋｕｋ３,kuk3
ｋｕｋ４,kuk4
ｋｕｋ５,kuk5
ｋｕｋ６,kuk6
ｋｕｍ１,kum1
ｋｕｍ２,kum2
ｋｕｍ３,kum3
ｋｕｍ４,kum4
ｋｕｍ５,kum5
ｋｕｍ６,kum6
ｋｕｎ１,kun1
ｋｕｎ２,kun2
ｋｕｎ３,kun3
ｋｕｎ４,kun4
ｋｕｎ５,kun5
ｋｕｎ６,kun6
ｋｕｎｇ１,kung1
ｋｕｎｇ２,kung2
ｋｕｎｇ３,kung3
ｋｕｎｇ４,kung4
ｋｕｎｇ５,kung5
ｋｕｎｇ６,kung6
ｋｕｉ１,kui1
ｋｕｉ２,kui2
ｋｕｉ３,kui3
ｋｕｉ４,kui4
ｋｕｉ５,kui5
ｋｕｉ６,kui6
ｋｅ１,ke1
ｋｅ２,ke2
ｋｅ３,ke3
ｋｅ４,ke4
ｋｅ５,ke5
ｋｅ６,ke6
ｋｅｐ１,kep1
ｋｅｐ２,kep2
ｋｅｐ３,kep3
ｋｅｐ４,kep4
ｋｅｐ５,kep5
ｋｅｐ６,kep6
ｋｅｔ１,ket1
ｋｅｔ２,ket2
ｋｅｔ３,ket3
ｋｅｔ４,ket4
ｋｅｔ５,ket5
ｋｅｔ６,ket6
ｋｅｋ１,kek1
ｋｅｋ２,kek2
ｋｅｋ３,kek3
ｋｅｋ４,kek4
ｋｅｋ５,kek5
ｋｅｋ６,kek6
ｋｅｍ１,kem1
ｋｅｍ２,kem2
ｋｅｍ３,kem3
ｋｅｍ４,kem4
