ｉ１,i1
ｋｅｍ５,kem5
ｋｅｍ６,kem6
ｋｅｎ１,ken1
ｋｅｎ２,ken2
ｋｅｎ３,ken3
ｋｅｎ４,ken4
ｋｅｎ５,ken5
ｋｅｎ６,ken6
ｋｅｎｇ１,keng1
ｋｅｎｇ２,keng2
ｋｅｎｇ３,keng3
ｋｅｎｇ４,keng4
ｋｅｎｇ５,keng5
ｋｅｎｇ６,keng6
ｋｅｉ１,kei1
ｋｅｉ２,kei2
ｋｅｉ３,kei3
ｋｅｉ４,kei4
ｋｅｉ５,kei5
ｋｅｉ６,kei6
ｋｅｕ１,keu1
ｋｅｕ２,keu2
ｋｅｕ３,keu3
ｋｅｕ４,keu4
ｋｅｕ５,keu5
ｋｅｕ６,keu6
ｋｅｏｔ１,keot1
ｋｅｏｔ２,keot2
ｋｅｏｔ３,keot3
ｋｅｏｔ４,keot4
ｋｅｏｔ５,keot5
ｋｅｏｔ６,keot6
ｋｅｏｎ１,keon1
ｋｅｏｎ２,keon2
ｋｅｏｎ３,keon3
ｋｅｏｎ４,keon4
ｋｅｏｎ５,keon5
ｋｅｏｎ６,keon6
ｋｅｏｉ１,keoi1
ｋｅｏｉ２,keoi2
ｋｅｏｉ３,keoi3
ｋｅｏｉ４,keoi4
ｋｅｏｉ５,keoi5
ｋｅｏｉ６,keoi6
ｋｏｅ１,koe1
ｋｏｅ２,koe2
ｋｏｅ３,koe3
ｋｏｅ４,koe4
ｋｏｅ５,koe5
ｋｏｅ６,koe6
ｋｏｅｔ１,koet1
ｋｏｅｔ２,koet2
ｋｏｅｔ３,koet3
ｋｏｅｔ４,koet4
ｋｏｅｔ５,koet5
ｋｏｅｔ６,koet6
ｋｏｅｋ１,koek1
ｋｏｅｋ２,koek2
ｋｏｅｋ３,koek3
ｋｏｅｋ４,koek4
ｋｏｅｋ５,koek5
ｋｏｅｋ６,koek6
ｋｏｅｎｇ１,koeng1
ｋｏｅｎｇ２,koeng2
ｋｏｅｎｇ３,koeng3
ｋｏｅｎｇ４,koeng4
ｋｏｅｎｇ５,koeng5
ｋｏｅｎｇ６,koeng6
ｋｏ１,ko1
ｋｏ２,ko2
ｋｏ３,ko3
ｋｏ４,ko4
ｋｏ５,ko5
ｋｏ６,ko6
ｋｏｔ１,kot1
ｋｏｔ２,kot2
ｋｏｔ３,kot3
ｋｏｔ４,kot4
ｋｏｔ５,kot5
ｋｏｔ６,kot6
ｋｏｋ１,kok1
ｋｏｋ２,kok2
ｋｏｋ３,kok3
ｋｏｋ４,kok4
ｋｏｋ５,kok5
ｋｏｋ６,kok6
ｋｏｎ１,kon1
ｋｏｎ２,kon2
ｋｏｎ３,kon3
ｋｏｎ４,kon4
ｋｏｎ５,kon5
ｋｏｎ６,kon6
ｋｏｎｇ１,kong1
ｋｏｎｇ２,kong2
ｋｏｎｇ３,kong3
ｋｏｎｇ４,kong4
ｋｏｎｇ５,kong5
ｋｏｎｇ６,kong6
ｋｏｉ１,koi1
ｋｏｉ２,koi2
ｋｏｉ３,koi3
ｋｏｉ４,koi4
ｋｏｉ５,koi5
ｋｏｉ６,koi6
ｋｏｕ１,kou1
ｋｏｕ２,kou2
ｋｏｕ３,kou3
ｋｏｕ４,kou4
ｋｏｕ５,kou5
ｋｏｕ６,kou6
ｋａ１,ka1
ｋａ２,ka2
ｋａ３,ka3
ｋａ４,ka4
ｋａ５,ka5
ｋａ６,ka6
ｋａｐ１,kap1
ｋａｐ２,kap2
ｋａｐ３,kap3
ｋａｐ４,kap4
ｋａｐ５,kap5
ｋａｐ６,kap6
ｋａｔ１,kat1
ｋａｔ２,kat2
ｋａｔ３,kat3
ｋａｔ４,kat4
ｋａｔ５,kat5
ｋａｔ６,kat6
ｋａｋ１,kak1
ｋａｋ２,kak2
ｋａｋ３,kak3
ｋａｋ４,kak4
ｋａｋ５,kak5
ｋａｋ６,kak6
ｋａｍ１,kam1
ｋａｍ２,kam2
ｋａｍ３,kam3
ｋａｍ４,kam4
ｋａｍ５,kam5
ｋａｍ６,kam6
ｋａｎ１,kan1
ｋａｎ２,kan2
ｋａｎ３,kan3
ｋａｎ４,kan4
ｋａｎ５,kan5
ｋａｎ６,kan6
ｋａｎｇ１,kang1
ｋａｎｇ２,kang2
ｋａｎｇ３,kang3
ｋａｎｇ４,kang4
ｋａｎｇ５,kang5
ｋａｎｇ６,kang6
ｋａｉ１,kai1
ｋａｉ２,kai2
ｋａｉ３,kai3
ｋａｉ４,kai4
ｋａｉ５,kai5
ｋａｉ６,kai6
ｋａｕ１,kau1
ｋａｕ２,kau2
ｋａｕ３,kau3
ｋａｕ４,kau4
ｋａｕ５,kau5
ｋａｕ６,kau6
ｋａａ１,kaa1
ｋａａ２,kaa2
ｋａａ３,kaa3
ｋａａ４,kaa4
ｋａａ５,kaa5
ｋａａ６,kaa6
ｋａａｐ１,kaap1
ｋａａｐ２,kaap2
ｋａａｐ３,kaap3
ｋａａｐ４,kaap4
ｋａａｐ５,kaap5
ｋａａｐ６,kaap6
ｋａａｔ１,kaat1
ｋａａｔ２,kaat2
ｋａａｔ３,kaat3
ｋａａｔ４,kaat4
ｋａａｔ５,kaat5
ｋａａｔ６,kaat6
ｋａａｋ１,kaak1
ｋａａｋ２,kaak2
ｋａａｋ３,kaak3
ｋａａｋ４,kaak4
ｋａａｋ５,kaak5
ｋａａｋ６,kaak6
ｋａａｍ１,kaam1
ｋａａｍ２,kaam2
ｋａａｍ３,kaam3
ｋａａｍ４,kaam4
ｋａａｍ５,kaam5
ｋａａｍ６,kaam6
ｋａａｎ１,kaan1
ｋａａｎ２,kaan2
ｋａａｎ３,kaan3
ｋａａｎ４,kaan4
ｋａａｎ５,kaan5
ｋａａｎ６,kaan6
ｋａａｎｇ１,kaang1
ｋａａｎｇ２,kaang2
ｋａａｎｇ３,kaang3
ｋａａｎｇ４,kaang4
ｋａａｎｇ５,kaang5
ｋａａｎｇ６,kaang6
ｋａａｉ１,kaai1
ｋａａｉ２,kaai2
ｋａａｉ３,kaai3
ｋａａｉ４,kaai4
ｋａａｉ５,kaai5
ｋａａｉ６,kaai6
ｋａａｕ１,kaau1
ｋａａｕ２,kaau2
ｋａａｕ３,kaau3
ｋａａｕ４,kaau4
ｋａａｕ５,kaau5
ｋａａｕ６,kaau6
ｎｇｉ１,ngi1
ｎｇｉ２,ngi2
ｎｇｉ３,ngi3
ｎｇｉ４,ngi4
ｎｇｉ５,ngi5
ｎｇｉ６,ngi6
ｎｇｉｐ１,ngip1
ｎｇｉｐ２,ngip2
ｎｇｉｐ３,ngip3
ｎｇｉｐ４,ngip4
ｎｇｉｐ５,ngip5
ｎｇｉｐ６,ngip6
ｎｇｉｔ１,ngit1
ｎｇｉｔ２,ngit2
ｎｇｉｔ３,ngit3
ｎｇｉｔ４,ngit4
ｎｇｉｔ５,ngit5
ｎｇｉｔ６,ngit6
ｎｇｉｋ１,ngik1
ｎｇｉｋ２,ngik2
ｎｇｉｋ３,ngik3
ｎｇｉｋ４,ngik4
ｎｇｉｋ５,ngik5
ｎｇｉｋ６,ngik6
ｎｇｉｍ１,ngim1
ｎｇｉｍ２,ngim2
ｎｇｉｍ３,ngim3
ｎｇｉｍ４,ngim4
ｎｇｉｍ５,ngim5
ｎｇｉｍ６,ngim6
ｎｇｉｎ１,ngin1
ｎｇｉｎ２,ngin2
ｎｇｉｎ３,ngin3
ｎｇｉｎ４,ngin4
ｎｇｉｎ５,ngin5
ｎｇｉｎ６,ngin6
ｎｇｉｎｇ１,nging1
ｎｇｉｎｇ２,nging2
ｎｇｉｎｇ３,nging3
ｎｇｉｎｇ４,nging4
ｎｇｉｎｇ５,nging5
ｎｇｉｎｇ６,nging6
ｎｇｉｕ１,ngiu1
ｎｇｉｕ２,ngiu2
ｎｇｉｕ３,ngiu3
ｎｇｉｕ４,ngiu4
ｎｇｉｕ５,ngiu5
ｎｇｉｕ６,ngiu6
ｎｇｙｕ１,ngyu1
ｎｇｙｕ２,ngyu2
ｎｇｙｕ３,ngyu3
ｎｇｙｕ４,ngyu4
ｎｇｙｕ５,ngyu5
ｎｇｙｕ６,ngyu6
ｎｇｙｕｔ１,ngyut1
ｎｇｙｕｔ２,ngyut2
ｎｇｙｕｔ３,ngyut3
ｎｇｙｕｔ４,ngyut4
ｎｇｙｕｔ５,ngyut5
ｎｇｙｕｔ６,ngyut6
ｎｇｙｕｎ１,ngyun1
ｎｇｙｕｎ２,ngyun2
ｎｇｙｕｎ３,ngyun3
ｎｇｙｕｎ４,ngyun4
ｎｇｙｕｎ５,ngyun5
ｎｇｙｕｎ６,ngyun6
ｎｇｕ１,ngu1
ｎｇｕ２,ngu2
ｎｇｕ３,ngu3
ｎｇｕ４,ngu4
ｎｇｕ５,ngu5
ｎｇｕ６,ngu6
ｎｇｕｐ１,ngup1
ｎｇｕｐ２,ngup2
ｎｇｕｐ３,ngup3
ｎｇｕｐ４,ngup4
ｎｇｕｐ５,ngup5
ｎｇｕｐ６,ngup6
ｎｇｕｔ１,ngut1
ｎｇｕｔ２,ngut2
ｎｇｕｔ３,ngut3
ｎｇｕｔ４,ngut4
ｎｇｕｔ５,ngut5
ｎｇｕｔ６,ngut6
ｎｇｕｋ１,nguk1
ｎｇｕｋ２,nguk2
ｎｇｕｋ３,nguk3
ｎｇｕｋ４,nguk4
ｎｇｕｋ５,nguk5
ｎｇｕｋ６,nguk6
ｎｇｕｍ１,ngum1
ｎｇｕｍ２,ngum2
ｎｇｕｍ３,ngum3
ｎｇｕｍ４,ngum4
ｎｇｕｍ５,ngum5
ｎｇｕｍ６,ngum6
ｎｇｕｎ１,ngun1
ｎｇｕｎ２,ngun2
ｎｇｕｎ３,ngun3
ｎｇｕｎ４,ngun4
ｎｇｕｎ５,ngun5
ｎｇｕｎ６,ngun6
ｎｇｕｎｇ１,ngung1
ｎｇｕｎｇ２,ngung2
ｎｇｕｎｇ３,ngung3
ｎｇｕｎｇ４,ngung4
ｎｇｕｎｇ５,ngung5
ｎｇｕｎｇ６,ngung6
ｎｇｕｉ１,ngui1
ｎｇｕｉ２,ngui2
ｎｇｕｉ３,ngui3
ｎｇｕｉ４,ngui4
ｎｇｕｉ５,ngui5
ｎｇｕｉ６,ngui6
ｎｇｅ１,nge1
ｎｇｅ２,nge2
ｎｇｅ３,nge3
ｎｇｅ４,nge4
ｎｇｅ５,nge5
ｎｇｅ６,nge6
ｎｇｅｐ１,ngep1
ｎｇｅｐ２,ngep2
ｎｇｅｐ３,ngep3
ｎｇｅｐ４,ngep4
ｎｇｅｐ５,ngep5
ｎｇｅｐ６,ngep6
ｎｇｅｔ１,nget1
ｎｇｅｔ２,nget2
ｎｇｅｔ３,nget3
ｎｇｅｔ４,nget4
ｎｇｅｔ５,nget5
ｎｇｅｔ６,nget6
ｎｇｅｋ１,ngek1
ｎｇｅｋ２,ngek2
ｎｇｅｋ３,ngek3
ｎｇｅｋ４,ngek4
ｎｇｅｋ５,ngek5
ｎｇｅｋ６,ngek6
ｎｇｅｍ１,ngem1
ｎｇｅｍ２,ngem2
ｎｇｅｍ３,ngem3
ｎｇｅｍ４,ngem4
ｎｇｅｍ５,ngem5
ｎｇｅｍ６,ngem6
ｎｇｅｎ１,ngen1
ｎｇｅｎ２,ngen2
ｎｇｅｎ３,ngen3
ｎｇｅｎ４,ngen4
ｎｇｅｎ５,ngen5
ｎｇｅｎ６,ngen6
ｎｇｅｎｇ１,ngeng1
ｎｇｅｎｇ２,ngeng2
ｎｇｅｎｇ３,ngeng3
ｎｇｅｎｇ４,ngeng4
ｎｇｅｎｇ５,ngeng5
ｎｇｅｎｇ６,ngeng6
ｎｇｅｉ１,ngei1
ｎｇｅｉ２,ngei2
ｎｇｅｉ３,ngei3
ｎｇｅｉ４,ngei4
ｎｇｅｉ５,ngei5
ｎｇｅｉ６,ngei6
ｎｇｅｕ１,ngeu1
ｎｇｅｕ２,ngeu2
ｎｇｅｕ３,ngeu3
ｎｇｅｕ４,ngeu4
ｎｇｅｕ５,ngeu5
ｎｇｅｕ６,ngeu6
ｎｇｅｏｔ１,ngeot1
ｎｇｅｏｔ２,ngeot2
ｎｇｅｏｔ３,ngeot3
ｎｇｅｏｔ４,ngeot4
ｎｇｅｏｔ５,ngeot5
ｎｇｅｏｔ６,ngeot6
ｎｇｅｏｎ１,ngeon1
ｎｇｅｏｎ２,ngeon2
ｎｇｅｏｎ３,ngeon3
ｎｇｅｏｎ４,ngeon4
ｎｇｅｏｎ５,ngeon5
ｎｇｅｏｎ６,ngeon6
ｎｇｅｏｉ１,ngeoi1
ｎｇｅｏｉ２,ngeoi2
ｎｇｅｏｉ３,ngeoi3
ｎｇｅｏｉ４,ngeoi4
ｎｇｅｏｉ５,ngeoi5
ｎｇｅｏｉ６,ngeoi6
ｎｇｏｅ１,ngoe1
ｎｇｏｅ２,ngoe2
ｎｇｏｅ３,ngoe3
ｎｇｏｅ４,ngoe4
ｎｇｏｅ５,ngoe5
ｎｇｏｅ６,ngoe6
ｎｇｏｅｔ１,ngoet1
ｎｇｏｅｔ２,ngoet2
ｎｇｏｅｔ３,ngoet3
ｎｇｏｅｔ４,ngoet4
ｎｇｏｅｔ５,ngoet5
ｎｇｏｅｔ６,ngoet6
ｎｇｏｅｋ１,ngoek1
ｎｇｏｅｋ２,ngoek2
ｎｇｏｅｋ３,ngoek3
ｎｇｏｅｋ４,ngoek4
ｎｇｏｅｋ５,ngoek5
ｎｇｏｅｋ６,ngoek6
ｎｇｏｅｎｇ１,ngoeng1
ｎｇｏｅｎｇ２,ngoeng2
ｎｇｏｅｎｇ３,ngoeng3
ｎｇｏｅｎｇ４,ngoeng4
ｎｇｏｅｎｇ５,ngoeng5
ｎｇｏｅｎｇ６,ngoeng6
ｎｇｏ１,ngo1
ｎｇｏ２,ngo2
ｎｇｏ３,ngo3
ｎｇｏ４,ngo4
ｎｇｏ５,ngo5
ｎｇｏ６,ngo6
ｎｇｏｔ１,ngot1
ｎｇｏｔ２,ngot2
ｎｇｏｔ３,ngot3
ｎｇｏｔ４,ngot4
ｎｇｏｔ５,ngot5
ｎｇｏｔ６,ngot6
ｎｇｏｋ１,ngok1
ｎｇｏｋ２,ngok2
ｎｇｏｋ３,ngok3
ｎｇｏｋ４,ngok4
ｎｇｏｋ５,ngok5
ｎｇｏｋ６,ngok6
ｎｇｏｎ１,ngon1
ｎｇｏｎ２,ngon2
ｎｇｏｎ３,ngon3
ｎｇｏｎ４,ngon4
ｎｇｏｎ５,ngon5
ｎｇｏｎ６,ngon6
ｎｇｏｎｇ１,ngong1
ｎｇｏｎｇ２,ngong2
ｎｇｏｎｇ３,ngong3
ｎｇｏｎｇ４,ngong4
ｎｇｏｎｇ５,ngong5
ｎｇｏｎｇ６,ngong6
ｎｇｏｉ１,ngoi1
ｎｇｏｉ２,ngoi2
ｎｇｏｉ３,ngoi3
ｎｇｏｉ４,ngoi4
ｎｇｏｉ５,ngoi5
ｎｇｏｉ６,ngoi6
ｎｇｏｕ１,ngou1
ｎｇｏｕ２,ngou2
ｎｇｏｕ３,ngou3
ｎｇｏｕ４,ngou4
ｎｇｏｕ５,ngou5
ｎｇｏｕ６,ngou6
ｎｇａ１,nga1
ｎｇａ２,nga2
ｎｇａ３,nga3
ｎｇａ４,nga4
ｎｇａ５,nga5
ｎｇａ６,nga6
ｎｇａｐ１,ngap1
ｎｇａｐ２,ngap2
ｎｇａｐ３,ngap3
ｎｇａｐ４,ngap4
ｎｇａｐ５,ngap5
ｎｇａｐ６,ngap6
ｎｇａｔ１,ngat1
ｎｇａｔ２,ngat2
ｎｇａｔ３,ngat3
ｎｇａｔ４,ngat4
ｎｇａｔ５,ngat5
ｎｇａｔ６,ngat6
ｎｇａｋ１,ngak1
ｎｇａｋ２,ngak2
ｎｇａｋ３,ngak3
ｎｇａｋ４,ngak4
ｎｇａｋ５,ngak5
ｎｇａｋ６,ngak6
ｎｇａｍ１,ngam1
ｎｇａｍ２,ngam2
ｎｇａｍ３,ngam3
ｎｇａｍ４,ngam4
ｎｇａｍ５,ngam5
ｎｇａｍ６,ngam6
ｎｇａｎ１,ngan1
ｎｇａｎ２,ngan2
ｎｇａｎ３,ngan3
ｎｇａｎ４,ngan4
ｎｇａｎ５,ngan5
ｎｇａｎ６,ngan6
ｎｇａｎｇ１,ngang1
ｎｇａｎｇ２,ngang2
ｎｇａｎｇ３,ngang3
ｎｇａｎｇ４,ngang4
ｎｇａｎｇ５,ngang5
ｎｇａｎｇ６,ngang6
ｎｇａｉ１,ngai1
ｎｇａｉ２,ngai2
ｎｇａｉ３,ngai3
ｎｇａｉ４,ngai4
ｎｇａｉ５,ngai5
ｎｇａｉ６,ngai6
ｎｇａｕ１,ngau1
ｎｇａｕ２,ngau2
ｎｇａｕ３,ngau3
ｎｇａｕ４,ngau4
ｎｇａｕ５,ngau5
ｎｇａｕ６,ngau6
ｎｇａａ１,ngaa1
ｎｇａａ２,ngaa2
ｎｇａａ３,ngaa3
ｎｇａａ４,ngaa4
ｎｇａａ５,ngaa5
ｎｇａａ６,ngaa6
ｎｇａａｐ１,ngaap1
ｎｇａａｐ２,ngaap2
ｎｇａａｐ３,ngaap3
ｎｇａａｐ４,ngaap4
ｎｇａａｐ５,ngaap5
ｎｇａａｐ６,ngaap6
ｎｇａａｔ１,ngaat1
ｎｇａａｔ２,ngaat2
ｎｇａａｔ３,ngaat3
ｎｇａａｔ４,ngaat4
ｎｇａａｔ５,ngaat5
ｎｇａａｔ６,ngaat6
ｎｇａａｋ１,ngaak1
ｎｇａａｋ２,ngaak2
ｎｇａａｋ３,ngaak3
ｎｇａａｋ４,ngaak4
ｎｇａａｋ５,ngaak5
ｎｇａａｋ６,ngaak6
ｎｇａａｍ１,ngaam1
ｎｇａａｍ２,ngaam2
ｎｇａａｍ３,ngaam3
ｎｇａａｍ４,ngaam4
ｎｇａａｍ５,ngaam5
ｎｇａａｍ６,ngaam6
ｎｇａａｎ１,ngaan1
ｎｇａａｎ２,ngaan2
ｎｇａａｎ３,ngaan3
ｎｇａａｎ４,ngaan4
ｎｇａａｎ５,ngaan5
ｎｇａａｎ６,ngaan6
ｎｇａａｎｇ１,ngaang1
ｎｇａａｎｇ２,ngaang2
ｎｇａａｎｇ３,ngaang3
ｎｇａａｎｇ４,ngaang4
ｎｇａａｎｇ５,ngaang5
ｎｇａａｎｇ６,ngaang6
ｎｇａａｉ１,ngaai1
ｎｇａａｉ２,ngaai2
ｎｇａａｉ３,ngaai3
ｎｇａａｉ４,ngaai4
ｎｇａａｉ５,ngaai5
ｎｇａａｉ６,ngaai6
ｎｇａａｕ１,ngaau1
ｎｇａａｕ２,ngaau2
ｎｇａａｕ３,ngaau3
ｎｇａａｕ４,ngaau4
ｎｇａａｕ５,ngaau5
ｎｇａａｕ６,ngaau6
ｈｉ１,hi1
ｈｉ２,hi2
ｈｉ３,hi3
ｈｉ４,hi4
ｈｉ５,hi5
ｈｉ６,hi6
ｈｉｐ１,hip1
ｈｉｐ２,hip2
ｈｉｐ３,hip3
ｈｉｐ４,hip4
ｈｉｐ５,hip5
ｈｉｐ６,hip6
ｈｉｔ１,hit1
ｈｉｔ２,hit2
ｈｉｔ３,hit3
ｈｉｔ４,hit4
ｈｉｔ５,hit5
ｈｉｔ６,hit6
ｈｉｋ１,hik1
ｈｉｋ２,hik2
ｈｉｋ３,hik3
ｈｉｋ４,hik4
ｈｉｋ５,hik5
ｈｉｋ６,hik6
ｈｉｍ１,him1
ｈｉｍ２,him2
ｈｉｍ３,him3
ｈｉｍ４,him4
ｈｉｍ５,him5
ｈｉｍ６,him6
ｈｉｎ１,hin1
ｈｉｎ２,hin2
ｈｉｎ３,hin3
ｈｉｎ４,hin4
ｈｉｎ５,hin5
ｈｉｎ６,hin6
ｈｉｎｇ１,hing1
ｈｉｎｇ２,hing2
ｈｉｎｇ３,hing3
ｈｉｎｇ４,hing4
ｈｉｎｇ５,hing5
ｈｉｎｇ６,hing6
ｈｉｕ１,hiu1
ｈｉｕ２,hiu2
ｈｉｕ３,hiu3
ｈｉｕ４,hiu4
ｈｉｕ５,hiu5
ｈｉｕ６,hiu6
ｈｙｕ１,hyu1
ｈｙｕ２,hyu2
ｈｙｕ３,hyu3
ｈｙｕ４,hyu4
ｈｙｕ５,hyu5
ｈｙｕ６,hyu6
ｈｙｕｔ１,hyut1
ｈｙｕｔ２,hyut2
ｈｙｕｔ３,hyut3
ｈｙｕｔ４,hyut4
ｈｙｕｔ５,hyut5
ｈｙｕｔ６,hyut6
ｈｙｕｎ１,hyun1
ｈｙｕｎ２,hyun2
ｈｙｕｎ３,hyun3
ｈｙｕｎ４,hyun4
ｈｙｕｎ５,hyun5
ｈｙｕｎ６,hyun6
ｈｕ１,hu1
ｈｕ２,hu2
ｈｕ３,hu3
ｈｕ４,hu4
ｈｕ５,hu5
ｈｕ６,hu6
ｈｕｐ１,hup1
ｈｕｐ２,hup2
ｈｕｐ３,hup3
ｈｕｐ４,hup4
ｈｕｐ５,hup5
ｈｕｐ６,hup6
ｈｕｔ１,hut1
ｈｕｔ２,hut2
ｈｕｔ３,hut3
ｈｕｔ４,hut4
ｈｕｔ５,hut5
ｈｕｔ６,hut6
ｈｕｋ１,huk1
ｈｕｋ２,huk2
ｈｕｋ３,huk3
ｈｕｋ４,huk4
ｈｕｋ５,huk5
ｈｕｋ６,huk6
ｈｕｍ１,hum1
ｈｕｍ２,hum2
ｈｕｍ３,hum3
ｈｕｍ４,hum4
ｈｕｍ５,hum5
ｈｕｍ６,hum6
ｈｕｎ１,hun1
ｈｕｎ２,hun2
ｈｕｎ３,hun3
ｈｕｎ４,hun4
ｈｕｎ５,hun5
ｈｕｎ６,hun6
ｈｕｎｇ１,hung1
ｈｕｎｇ２,hung2
ｈｕｎｇ３,hung3
ｈｕｎｇ４,hung4
ｈｕｎｇ５,hung5
ｈｕｎｇ６,hung6
ｈｕｉ１,hui1
ｈｕｉ２,hui2
ｈｕｉ３,hui3
ｈｕｉ４,hui4
ｈｕｉ５,hui5
ｈｕｉ６,hui6
ｈｅ１,he1
ｈｅ２,he2
ｈｅ３,he3
ｈｅ４,he4
ｈｅ５,he5
ｈｅ６,he6
ｈｅｐ１,hep1
ｈｅｐ２,hep2
ｈｅｐ３,hep3
ｈｅｐ４,hep4
ｈｅｐ５,hep5
ｈｅｐ６,hep6
ｈｅｔ１,het1
ｈｅｔ２,het2
ｈｅｔ３,het3
ｈｅｔ４,het4
ｈｅｔ５,het5
ｈｅｔ６,het6
ｈｅｋ１,hek1
ｈｅｋ２,hek2
ｈｅｋ３,hek3
ｈｅｋ４,hek4
ｈｅｋ５,hek5
ｈｅｋ６,hek6
ｈｅｍ１,hem1
ｈｅｍ２,hem2
ｈｅｍ３,hem3
ｈｅｍ４,hem4
ｈｅｍ５,hem5
ｈｅｍ６,hem6
ｈｅｎ１,hen1
ｈｅｎ２,hen2
ｈｅｎ３,hen3
ｈｅｎ４,hen4
ｈｅｎ５,hen5
ｈｅｎ６,hen6
ｈｅｎｇ１,heng1
ｈｅｎｇ２,heng2
ｈｅｎｇ３,heng3
ｈｅｎｇ４,heng4
ｈｅｎｇ５,heng5
ｈｅｎｇ６,heng6
ｈｅｉ１,hei1
ｈｅｉ２,hei2
ｈｅｉ３,hei3
ｈｅｉ４,hei4
ｈｅｉ５,hei5
ｈｅｉ６,hei6
ｈｅｕ１,heu1
ｈｅｕ２,heu2
ｈｅｕ３,heu3
ｈｅｕ４,heu4
ｈｅｕ５,heu5
ｈｅｕ６,heu6
ｈｅｏｔ１,heot1
ｈｅｏｔ２,heot2
ｈｅｏｔ３,heot3
ｈｅｏｔ４,heot4
ｈｅｏｔ５,heot5
ｈｅｏｔ６,heot6
ｈｅｏｎ１,heon1
ｈｅｏｎ２,heon2
ｈｅｏｎ３,heon3
ｈｅｏｎ４,heon4
ｈｅｏｎ５,heon5
ｈｅｏｎ６,heon6
ｈｅｏｉ１,heoi1
ｈｅｏｉ２,heoi2
ｈｅｏｉ３,heoi3
ｈｅｏｉ４,heoi4
ｈｅｏｉ５,heoi5
ｈｅｏｉ６,heoi6
ｈｏｅ１,hoe1
ｈｏｅ２,hoe2
ｈｏｅ３,hoe3
ｈｏｅ４,hoe4
ｈｏｅ５,hoe5
ｈｏｅ６,hoe6
ｈｏｅｔ１,hoet1
ｈｏｅｔ２,hoet2
ｈｏｅｔ３,hoet3
ｈｏｅｔ４,hoet4
ｈｏｅｔ５,hoet5
ｈｏｅｔ６,hoet6
ｈｏｅｋ１,hoek1
ｈｏｅｋ２,hoek2
ｈｏｅｋ３,hoek3
ｈｏｅｋ４,hoek4
ｈｏｅｋ５,hoek5
ｈｏｅｋ６,hoek6
ｈｏｅｎｇ１,hoeng1
ｈｏｅｎｇ２,hoeng2
ｈｏｅｎｇ３,hoeng3
ｈｏｅｎｇ４,hoeng4
ｈｏｅｎｇ５,hoeng5
ｈｏｅｎｇ６,hoeng6
ｈｏ１,ho1
ｈｏ２,ho2
ｈｏ３,ho3
ｈｏ４,ho4
ｈｏ５,ho5
ｈｏ６,ho6
ｈｏｔ１,hot1
ｈｏｔ２,hot2
ｈｏｔ３,hot3
ｈｏｔ４,hot4
ｈｏｔ５,hot5
ｈｏｔ６,hot6
ｈｏｋ１,hok1
ｈｏｋ２,hok2
ｈｏｋ３,hok3
ｈｏｋ４,hok4
ｈｏｋ５,hok5
ｈｏｋ６,hok6
ｈｏｎ１,hon1
ｈｏｎ２,hon2
ｈｏｎ３,hon3
ｈｏｎ４,hon4
ｈｏｎ５,hon5
ｈｏｎ６,hon6
ｈｏｎｇ１,hong1
ｈｏｎｇ２,hong2
ｈｏｎｇ３,hong3
ｈｏｎｇ４,hong4
ｈｏｎｇ５,hong5
ｈｏｎｇ６,hong6
ｈｏｉ１,hoi1
ｈｏｉ２,hoi2
ｈｏｉ３,hoi3
ｈｏｉ４,hoi4
ｈｏｉ５,hoi5
ｈｏｉ６,hoi6
ｈｏｕ１,hou1
ｈｏｕ２,hou2
ｈｏｕ３,hou3
ｈｏｕ４,hou4
ｈｏｕ５,hou5
ｈｏｕ６,hou6
ｈａ１,ha1
ｈａ２,ha2
ｈａ３,ha3
ｈａ４,ha4
ｈａ５,ha5
ｈａ６,ha6
ｈａｐ１,hap1
ｈａｐ２,hap2
ｈａｐ３,hap3
ｈａｐ４,hap4
ｈａｐ５,hap5
ｈａｐ６,hap6
ｈａｔ１,hat1
ｈａｔ２,hat2
ｈａｔ３,hat3
ｈａｔ４,hat4
ｈａｔ５,hat5
ｈａｔ６,hat6
